CONTRATO_CONT;CONTRATO_TRABAJO;MESES_TRABAJO;HORAS_SEMANA_TRAB;TRABAJO_LUGAR;FONDO;INGRESOS_LABORALES;ACTIVIDAD_DEDICA;OFICIO_C8;ID;URB_RURAL;DEPARTAMENTO;SEXO;AÑOS_CUMPLIDOS;CULTURA;Código C.I.U.O.;Nombre Denominación;Descripción Ocupación
8;1;12;48;7;1;1300000.0;47;4321;137347896;1;17;M;27;6;4321;almacenista;Reciben, clasifican, registran, pesan, almacenan, despachan, alistan pedidos y materiales, empacan, embalan, rotulan, unitarizan los suministros, materiales de producción recibidos y equipos en centros de distribución y expedición, almacenes y plataformas para mantener un control continuo según normativa y el tipo de producto. Se pueden desempeñar en empresas, comercializadoras de venta al detal y al por mayor, transportadoras, puertos, empresas públicas y privadas, entre otros.
12;4;12;54;7;1;1160000.0;46;4321;147347926;1;17;M;5;6;4321;almacenista;Reciben, clasifican, registran, pesan, almacenan, despachan, alistan pedidos y materiales, empacan, embalan, rotulan, unitarizan los suministros, materiales de producción recibidos y equipos en centros de distribución y expedición, almacenes y plataformas para mantener un control continuo según normativa y el tipo de producto. Se pueden desempeñar en empresas, comercializadoras de venta al detal y al por mayor, transportadoras, puertos, empresas públicas y privadas, entre otros.
12;1;12;48;7;1;1300000.0;46;4321;127347989;1;17;M;64;6;4321;almacenista;Reciben, clasifican, registran, pesan, almacenan, despachan, alistan pedidos y materiales, empacan, embalan, rotulan, unitarizan los suministros, materiales de producción recibidos y equipos en centros de distribución y expedición, almacenes y plataformas para mantener un control continuo según normativa y el tipo de producto. Se pueden desempeñar en empresas, comercializadoras de venta al detal y al por mayor, transportadoras, puertos, empresas públicas y privadas, entre otros.
36;1;12;48;7;1;1160000.0;64;4321;127348121;1;18;F;53;6;4321;almacenista;Reciben, clasifican, registran, pesan, almacenan, despachan, alistan pedidos y materiales, empacan, embalan, rotulan, unitarizan los suministros, materiales de producción recibidos y equipos en centros de distribución y expedición, almacenes y plataformas para mantener un control continuo según normativa y el tipo de producto. Se pueden desempeñar en empresas, comercializadoras de venta al detal y al por mayor, transportadoras, puertos, empresas públicas y privadas, entre otros.
60;1;12;60;7;1;1300000.0;68;4321;137348227;1;19;F;34;6;4321;almacenista;Reciben, clasifican, registran, pesan, almacenan, despachan, alistan pedidos y materiales, empacan, embalan, rotulan, unitarizan los suministros, materiales de producción recibidos y equipos en centros de distribución y expedición, almacenes y plataformas para mantener un control continuo según normativa y el tipo de producto. Se pueden desempeñar en empresas, comercializadoras de venta al detal y al por mayor, transportadoras, puertos, empresas públicas y privadas, entre otros.
7;1;12;48;7;1;1160000.0;46;4321;127348231;1;19;F;75;6;4321;almacenista;Reciben, clasifican, registran, pesan, almacenan, despachan, alistan pedidos y materiales, empacan, embalan, rotulan, unitarizan los suministros, materiales de producción recibidos y equipos en centros de distribución y expedición, almacenes y plataformas para mantener un control continuo según normativa y el tipo de producto. Se pueden desempeñar en empresas, comercializadoras de venta al detal y al por mayor, transportadoras, puertos, empresas públicas y privadas, entre otros.
1;1;11;48;7;1;1160000.0;14;4321;127348291;1;20;M;33;6;4321;almacenista;Reciben, clasifican, registran, pesan, almacenan, despachan, alistan pedidos y materiales, empacan, embalan, rotulan, unitarizan los suministros, materiales de producción recibidos y equipos en centros de distribución y expedición, almacenes y plataformas para mantener un control continuo según normativa y el tipo de producto. Se pueden desempeñar en empresas, comercializadoras de venta al detal y al por mayor, transportadoras, puertos, empresas públicas y privadas, entre otros.
60;1;12;48;7;1;1160000.0;14;4321;117348312;1;20;M;33;6;4321;almacenista;Reciben, clasifican, registran, pesan, almacenan, despachan, alistan pedidos y materiales, empacan, embalan, rotulan, unitarizan los suministros, materiales de producción recibidos y equipos en centros de distribución y expedición, almacenes y plataformas para mantener un control continuo según normativa y el tipo de producto. Se pueden desempeñar en empresas, comercializadoras de venta al detal y al por mayor, transportadoras, puertos, empresas públicas y privadas, entre otros.
240;1;12;48;7;1;1200000.0;22;4321;117348313;1;20;F;25;6;4321;almacenista;Reciben, clasifican, registran, pesan, almacenan, despachan, alistan pedidos y materiales, empacan, embalan, rotulan, unitarizan los suministros, materiales de producción recibidos y equipos en centros de distribución y expedición, almacenes y plataformas para mantener un control continuo según normativa y el tipo de producto. Se pueden desempeñar en empresas, comercializadoras de venta al detal y al por mayor, transportadoras, puertos, empresas públicas y privadas, entre otros.
12;1;12;48;7;1;1160000.0;1;4321;117348325;1;20;F;35;6;4321;almacenista;Reciben, clasifican, registran, pesan, almacenan, despachan, alistan pedidos y materiales, empacan, embalan, rotulan, unitarizan los suministros, materiales de producción recibidos y equipos en centros de distribución y expedición, almacenes y plataformas para mantener un control continuo según normativa y el tipo de producto. Se pueden desempeñar en empresas, comercializadoras de venta al detal y al por mayor, transportadoras, puertos, empresas públicas y privadas, entre otros.
2;1;12;48;7;2;1160000.0;46;4321;117348329;1;20;M;41;6;4321;almacenista;Reciben, clasifican, registran, pesan, almacenan, despachan, alistan pedidos y materiales, empacan, embalan, rotulan, unitarizan los suministros, materiales de producción recibidos y equipos en centros de distribución y expedición, almacenes y plataformas para mantener un control continuo según normativa y el tipo de producto. Se pueden desempeñar en empresas, comercializadoras de venta al detal y al por mayor, transportadoras, puertos, empresas públicas y privadas, entre otros.
120;1;12;48;7;1;1160000.0;1;4321;127348333;1;20;M;55;6;4321;almacenista;Reciben, clasifican, registran, pesan, almacenan, despachan, alistan pedidos y materiales, empacan, embalan, rotulan, unitarizan los suministros, materiales de producción recibidos y equipos en centros de distribución y expedición, almacenes y plataformas para mantener un control continuo según normativa y el tipo de producto. Se pueden desempeñar en empresas, comercializadoras de venta al detal y al por mayor, transportadoras, puertos, empresas públicas y privadas, entre otros.
72;1;12;20;7;2;800000.0;69;4321;127348380;1;20;F;68;6;4321;almacenista;Reciben, clasifican, registran, pesan, almacenan, despachan, alistan pedidos y materiales, empacan, embalan, rotulan, unitarizan los suministros, materiales de producción recibidos y equipos en centros de distribución y expedición, almacenes y plataformas para mantener un control continuo según normativa y el tipo de producto. Se pueden desempeñar en empresas, comercializadoras de venta al detal y al por mayor, transportadoras, puertos, empresas públicas y privadas, entre otros.
72;1;12;40;7;1;2450000.0;21;4321;127348387;1;20;M;22;6;4321;almacenista;Reciben, clasifican, registran, pesan, almacenan, despachan, alistan pedidos y materiales, empacan, embalan, rotulan, unitarizan los suministros, materiales de producción recibidos y equipos en centros de distribución y expedición, almacenes y plataformas para mantener un control continuo según normativa y el tipo de producto. Se pueden desempeñar en empresas, comercializadoras de venta al detal y al por mayor, transportadoras, puertos, empresas públicas y privadas, entre otros.
12;1;12;56;7;1;1230000.0;55;4321;137348437;1;23;F;52;6;4321;almacenista;Reciben, clasifican, registran, pesan, almacenan, despachan, alistan pedidos y materiales, empacan, embalan, rotulan, unitarizan los suministros, materiales de producción recibidos y equipos en centros de distribución y expedición, almacenes y plataformas para mantener un control continuo según normativa y el tipo de producto. Se pueden desempeñar en empresas, comercializadoras de venta al detal y al por mayor, transportadoras, puertos, empresas públicas y privadas, entre otros.
6;1;6;48;7;1;1000000.0;1;4321;127348775;1;41;F;51;6;4321;almacenista;Reciben, clasifican, registran, pesan, almacenan, despachan, alistan pedidos y materiales, empacan, embalan, rotulan, unitarizan los suministros, materiales de producción recibidos y equipos en centros de distribución y expedición, almacenes y plataformas para mantener un control continuo según normativa y el tipo de producto. Se pueden desempeñar en empresas, comercializadoras de venta al detal y al por mayor, transportadoras, puertos, empresas públicas y privadas, entre otros.
1;1;12;48;7;1;1160000.0;47;4321;147348824;1;44;F;1;6;4321;almacenista;Reciben, clasifican, registran, pesan, almacenan, despachan, alistan pedidos y materiales, empacan, embalan, rotulan, unitarizan los suministros, materiales de producción recibidos y equipos en centros de distribución y expedición, almacenes y plataformas para mantener un control continuo según normativa y el tipo de producto. Se pueden desempeñar en empresas, comercializadoras de venta al detal y al por mayor, transportadoras, puertos, empresas públicas y privadas, entre otros.
48;1;12;48;7;1;1160000.0;45;4321;147348826;1;44;F;9;6;4321;almacenista;Reciben, clasifican, registran, pesan, almacenan, despachan, alistan pedidos y materiales, empacan, embalan, rotulan, unitarizan los suministros, materiales de producción recibidos y equipos en centros de distribución y expedición, almacenes y plataformas para mantener un control continuo según normativa y el tipo de producto. Se pueden desempeñar en empresas, comercializadoras de venta al detal y al por mayor, transportadoras, puertos, empresas públicas y privadas, entre otros.
24;1;12;48;7;1;1600000.0;27;4321;117348869;1;44;F;56;5;4321;almacenista;Reciben, clasifican, registran, pesan, almacenan, despachan, alistan pedidos y materiales, empacan, embalan, rotulan, unitarizan los suministros, materiales de producción recibidos y equipos en centros de distribución y expedición, almacenes y plataformas para mantener un control continuo según normativa y el tipo de producto. Se pueden desempeñar en empresas, comercializadoras de venta al detal y al por mayor, transportadoras, puertos, empresas públicas y privadas, entre otros.
12;1;12;54;7;1;1500000.0;25;4321;157348879;1;44;M;11;6;4321;almacenista;Reciben, clasifican, registran, pesan, almacenan, despachan, alistan pedidos y materiales, empacan, embalan, rotulan, unitarizan los suministros, materiales de producción recibidos y equipos en centros de distribución y expedición, almacenes y plataformas para mantener un control continuo según normativa y el tipo de producto. Se pueden desempeñar en empresas, comercializadoras de venta al detal y al por mayor, transportadoras, puertos, empresas públicas y privadas, entre otros.
