CONTRATO_CONT;CONTRATO_TRABAJO;MESES_TRABAJO;HORAS_SEMANA_TRAB;TRABAJO_LUGAR;FONDO;INGRESOS_LABORALES;ACTIVIDAD_DEDICA;OFICIO_C8;ID;URB_RURAL;DEPARTAMENTO;SEXO;AÑOS_CUMPLIDOS;CULTURA;Código C.I.U.O.;Nombre Denominación;Descripción Ocupación
36;4;12;60;7;2;800000.0;96;5141;117342744;1;63;F;53;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
72;4;12;48;1;2;60000.0;96;5141;147342751;1;63;M;25;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
3;4;12;56;7;2;800000.0;96;5141;117342770;1;63;F;64;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
220;4;12;20;1;2;500000.0;96;5141;127342770;1;63;M;43;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
60;4;12;48;1;2;400000.0;96;5141;127342786;1;63;M;41;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
60;1;12;50;7;2;700000.0;96;5141;127342787;1;63;M;19;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
48;1;12;48;7;2;1500000.0;96;5141;127342981;1;66;F;41;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
2;4;12;60;7;2;800000.0;96;5141;137343100;1;70;F;14;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
8;4;8;20;2;2;180000.0;96;5141;127343146;1;70;M;22;5;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
24;4;12;30;1;2;500000.0;96;5141;117343157;1;70;M;59;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
72;4;12;48;1;2;500000.0;96;5141;147343217;1;70;M;28;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
34;5;12;48;7;1;1150000.0;96;5141;117343246;1;73;F;26;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
25;4;12;48;1;2;1000000.0;96;5141;117343266;1;73;F;29;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
12;4;12;60;7;2;400000.0;96;5141;137343318;1;73;M;58;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
72;5;12;42;7;2;1500000.0;96;5141;137343340;1;73;F;8;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
32;4;12;42;1;2;300000.0;96;5141;127343446;1;76;M;48;5;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
30;4;12;12;7;2;200000.0;96;5141;127343468;1;76;F;20;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
3;4;3;18;2;2;320000.0;96;5141;137343585;1;81;F;14;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
36;4;12;84;1;2;500000.0;96;5141;127343684;1;88;M;42;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
156;4;12;70;1;2;800000.0;96;5141;127343691;1;88;F;48;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
240;4;12;60;7;2;1100000.0;96;5141;187343748;1;94;F;36;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
145;4;12;42;6;2;1000000.0;96;5141;137343757;1;94;M;12;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
36;4;12;30;1;2;1200000.0;96;5141;147343803;1;99;F;13;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
36;4;12;30;1;2;600000.0;96;5141;117343817;1;99;F;26;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
48;4;10;40;1;2;800000.0;96;5141;117343895;2;66;F;40;5;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
60;4;12;35;2;2;500000.0;96;5141;117343921;2;66;F;33;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
230;4;12;40;7;2;2000000.0;96;5141;117343927;2;5;F;45;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
48;4;12;48;7;2;1500000.0;96;5141;157344181;1;20;M;1;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
48;4;12;60;7;2;2000000.0;96;5141;127344245;1;27;F;54;5;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
60;4;12;30;1;2;300000.0;96;5141;127344265;1;27;F;19;5;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
96;4;12;48;7;2;300000.0;96;5141;127344317;1;44;F;17;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
12;4;12;40;7;2;300000.0;96;5141;147344335;1;44;M;11;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
12;1;12;70;7;2;300000.0;96;5141;127344371;1;44;F;26;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
96;4;12;40;2;2;1000000.0;96;5141;117344394;1;44;F;48;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
24;4;12;48;7;2;1200000.0;96;5141;117344447;1;50;F;55;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
12;4;12;84;7;2;1200000.0;96;5141;127344522;1;63;F;38;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
192;4;12;48;7;2;1500000.0;96;5141;137344528;1;63;M;12;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
13;4;12;40;7;2;600000.0;96;5141;127344579;1;66;M;27;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
5;1;12;50;7;2;700000.0;96;5141;137344592;1;66;M;15;5;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
4;4;10;25;7;2;200000.0;96;5141;127344598;1;66;F;57;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
12;4;12;40;1;2;500000.0;96;5141;117344791;1;88;M;56;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
72;4;12;60;1;2;250000.0;96;5141;117344911;1;70;M;66;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
1;1;10;60;7;2;1000000.0;96;5141;127344973;2;18;F;50;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
96;4;12;60;1;2;700000.0;96;5141;117344979;2;18;F;25;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
24;1;12;60;7;2;1000000.0;96;5141;117344981;2;18;M;61;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
204;4;12;70;1;2;750000.0;96;5141;127345056;2;23;M;46;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
9;1;9;70;7;2;700000.0;96;5141;127345089;1;5;M;39;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
120;4;12;60;7;2;1300000.0;96;5141;177345096;1;5;F;0;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
96;4;12;60;7;2;500000.0;96;5141;117345236;1;11;F;55;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
20;4;12;48;7;2;3000000.0;96;5141;167345288;1;13;M;3;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
122;5;12;70;1;2;2000000.0;96;5141;147345347;1;13;F;47;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
120;4;12;15;2;2;300000.0;96;5141;147345352;1;13;F;15;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
12;4;12;12;2;2;400000.0;96;5141;157345356;1;13;M;26;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
180;4;12;60;2;2;900000.0;96;5141;117345417;1;17;M;23;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
108;4;12;70;7;2;800000.0;96;5141;117345442;1;17;M;69;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
12;4;6;30;7;2;50000.0;96;5141;127345503;1;18;F;40;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
48;1;12;48;7;2;1160000.0;96;5141;117345524;1;18;M;62;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
36;4;12;40;7;2;700000.0;96;5141;127345592;1;19;M;19;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
60;4;12;10;1;2;200000.0;96;5141;117345610;1;20;M;34;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
180;4;12;24;1;2;200000.0;96;5141;117345626;1;20;F;82;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
24;1;12;48;7;2;1000000.0;96;5141;117345638;1;23;F;44;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
396;4;12;48;1;2;400000.0;96;5141;127345659;1;23;M;41;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
96;4;12;48;7;2;1000000.0;96;5141;127345695;1;27;M;19;5;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
48;1;12;48;7;2;900000.0;96;5141;137345695;1;27;M;11;5;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
120;4;12;48;7;2;570000.0;96;5141;117345731;1;27;F;28;5;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
102;1;12;62;7;1;1400000.0;96;5141;137345767;1;41;F;19;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
60;4;12;60;7;2;1200000.0;96;5141;127345791;1;47;F;31;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
