CONTRATO_CONT;CONTRATO_TRABAJO;MESES_TRABAJO;HORAS_SEMANA_TRAB;TRABAJO_LUGAR;FONDO;INGRESOS_LABORALES;ACTIVIDAD_DEDICA;OFICIO_C8;ID;URB_RURAL;DEPARTAMENTO;SEXO;AÑOS_CUMPLIDOS;AÑO_NACIMIENTO;CULTURA;Código C.I.U.O.;Nombre Denominación;Descripción Ocupación;EDAD;VALOR_HORA
2;4;12;42;8;2;300000.0;1;9212;157347451;1;8;F;40;1982.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;40.0;1645.8
2;1;12;20;8;2;300000.0;1;9212;137347477;1;11;M;24;1998.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;24.0;3456.2
24;7;12;48;8;2;1500000.0;1;9212;127347493;1;11;F;29;1993.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;29.0;7200.5
120;4;12;40;8;2;900000.0;1;9212;117347496;1;11;F;30;1992.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;30.0;5184.3
16;7;12;49;8;2;1300000.0;1;9212;167347508;1;11;M;26;1996.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;26.0;6113.0
72;4;12;49;8;2;1200000.0;1;9212;117347522;1;11;F;74;1948.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;74.0;5642.8
5;7;12;50;8;2;1400000.0;1;9212;147347525;1;11;F;16;2006.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;16.0;6451.6
4;7;5;24;8;2;300000.0;1;9212;157347525;1;11;F;76;1946.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;76.0;2880.2
26;7;12;56;8;2;1450000.0;1;9212;127347532;1;11;F;64;1959.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;63.0;5966.1
6;7;12;54;8;2;2300000.0;1;9212;117347538;1;11;M;27;1995.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;27.0;9814.0
96;4;12;24;8;2;350000.0;1;9212;127347617;1;11;F;55;1967.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;55.0;3360.2
48;4;12;24;8;2;400000.0;1;9212;137347636;1;13;M;29;1993.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;29.0;3840.2
172;7;12;44;8;2;1500000.0;1;9212;137347660;1;13;M;5;2017.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;5.0;7855.0
36;7;12;48;8;1;1160000.0;1;9212;147347673;1;13;F;25;1998.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;24.0;5568.4
4;7;12;40;8;2;750000.0;1;9212;147347680;1;13;F;79;1943.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;79.0;4320.3
1;4;11;24;8;2;480000.0;1;9212;127347681;1;13;F;54;1968.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;54.0;4608.3
18;7;12;50;8;2;650000.0;1;9212;137347684;1;13;M;13;2009.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;13.0;2995.4
2;7;7;50;8;2;1160000.0;1;9212;117347686;1;13;F;80;1942.0;5;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;80.0;5345.6
1;7;12;48;8;2;1160000.0;1;9212;127347686;1;13;F;44;1978.0;5;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;44.0;5568.4
12;7;12;48;8;2;1150000.0;1;9212;137348010;1;17;F;17;2005.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;17.0;5520.4
8;7;12;70;8;2;1750000.0;1;9212;127348173;1;18;F;36;1986.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;36.0;5760.4
48;1;12;48;8;2;1200000.0;1;9212;127348269;1;19;F;25;1998.0;1;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;24.0;5760.4
6;1;12;48;8;1;1800000.0;71;9212;187348366;1;20;M;80;1942.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;80.0;8640.6
108;7;12;48;8;2;620000.0;1;9212;137348485;1;23;M;14;2009.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;13.0;2976.2
12;7;12;48;8;2;720000.0;1;9212;117348530;1;25;M;59;1963.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;59.0;3456.2
12;7;12;40;8;2;480000.0;1;9212;127348530;1;25;F;47;1975.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;47.0;2765.0
36;4;12;48;8;2;480000.0;1;9212;147348550;1;25;M;15;2008.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;14.0;2304.1
60;4;12;40;8;2;300000.0;1;9212;167348576;1;27;M;12;2010.0;5;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;12.0;1728.1
48;7;12;44;8;1;1050000.0;1;9212;147348654;1;27;F;32;1990.0;5;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;32.0;5498.5
3;7;7;56;8;2;800000.0;1;9212;157348654;1;27;M;5;2017.0;5;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;5.0;3291.6
2;7;12;40;8;2;400000.0;1;9212;157348657;1;27;M;19;2004.0;5;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;18.0;2304.1
120;7;12;56;8;1;1460000.0;1;9212;117348676;1;41;M;28;1994.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;28.0;6007.2
1;7;12;40;8;2;1950000.0;1;9212;137348693;1;41;F;7;2015.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;7.0;11232.7
12;7;12;48;8;2;1200000.0;1;9212;117348792;1;41;F;64;1958.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;64.0;5760.4
180;7;12;50;8;2;1200000.0;1;9212;127348806;1;44;F;28;1994.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;28.0;5530.0
36;7;12;45;8;2;1500000.0;1;9212;127348810;1;44;M;35;1987.0;1;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;35.0;7680.5
12;7;12;60;8;2;1200000.0;1;9212;137348812;1;44;M;8;2014.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;8.0;4608.3
6;1;12;55;8;2;1200000.0;1;9212;117348971;1;47;F;53;1969.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;53.0;5027.2
1;1;12;50;8;1;1560000.0;1;9212;137349005;1;47;M;23;1999.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;23.0;7188.9
1;1;1;24;8;2;1500000.0;93;9212;137349017;1;47;M;17;2005.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;17.0;14400.9
2;7;12;24;8;2;950000.0;1;9212;127349043;1;47;F;44;1978.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;44.0;9120.6
48;7;12;40;8;2;950000.0;1;9212;117349044;1;47;F;29;1993.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;29.0;5472.4
1;1;12;40;8;2;900000.0;1;9212;137349056;1;47;F;7;2015.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;7.0;5184.3
144;7;12;50;8;1;1160000.0;1;9212;147349093;1;50;F;8;2014.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;8.0;5345.6
2;1;8;48;8;2;200000.0;1;9212;127350495;2;13;F;57;1965.0;6;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;57.0;960.1
1;7;12;54;8;2;180000.0;1;9212;127350547;1;44;M;19;2003.0;1;9212;arriero;Realizan labores sencillas y rutinarias relacionadas con la producción de animales incluidas las aves de corral e insectos, igualmente, colaboran con el mantenimiento de infraestructura pecuaria. Se pueden desempeñar en fincas, parcelas, haciendas, hatos, granjas, entre otros.;19.0;768.0
6;4;8;20;1;2;160000.0;56;5120;137338345;2;18;F;12;2010.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;12.0;1843.3
12;1;12;30;7;2;450000.0;56;5120;127338353;2;18;M;29;1994.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;28.0;3456.2
620;4;12;10;6;2;100000.0;56;5120;117338364;1;5;F;45;1977.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;45.0;2304.1
2;1;2;60;7;2;1500000.0;56;5120;117338365;1;5;F;70;1952.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;70.0;5760.4
240;1;12;48;7;1;1160000.0;88;5120;137338377;1;5;M;5;2018.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;4.0;5568.4
4;4;4;40;7;2;800000.0;56;5120;127338412;1;5;F;50;1972.0;6;5120;cocinero;Planean, organizan, preparan y cocinan alimentos, comidas y menús según recetas o bajo supervisión. Se pueden desempeñar en restaurantes, casinos, hoteles, hospitales, instituciones educativas, centros carcelarios, entre otros.;50.0;4608.3
