MONTHS WORKED;WEEKLY HOURS WORKED;SALARY;SEX;AGE;OCCUPATION;VALUE OF THE HOUR
12;62;1000000.0;F;7;actor;3716.4
12;48;8800000.0;F;36;ambientalista;42242.7
11;40;2760000.0;M;60;ambientalista;15898.6
5;48;4200000.0;M;10;ambientalista;20161.3
12;40;4000000.0;F;61;ambientalista;23041.5
12;48;2350000.0;M;55;ambientalista;11280.7
12;48;1624000.0;M;51;ambientalista;7795.7
12;10;650000.0;F;70;ambientalista;14977.0
12;48;10000000.0;F;7;ambientalista;48003.1
12;48;4250000.0;M;32;ambientalista;20401.3
12;48;4300000.0;M;65;ambientalista;20641.3
12;60;6000000.0;M;41;ambientalista;23041.5
12;48;4200000.0;F;53;ambientalista;20161.3
12;48;7000000.0;M;12;ajedrecista;33602.2
3;48;40000000.0;F;31;ajedrecista;192012.3
12;48;500000.0;F;50;aparejador;2400.2
10;48;1160000.0;F;62;aparejador;5568.4
12;48;1160000.0;M;38;aparejador;5568.4
12;48;1160000.0;M;55;aparejador;5568.4
12;48;1160000.0;M;13;aparejador;5568.4
12;20;470000.0;F;73;aparejador;5414.7
12;48;900000.0;F;46;aparejador;4320.3
12;42;1500000.0;M;8;aparejador;8229.1
8;30;300000.0;F;48;aparejador;2304.1
12;48;2600000.0;F;74;aparejador;12480.8
